id,text,label
331,"Когда вода всемирного потопа Вернулась вновь в границы берегов, Из пены уходящего потока На берег тихо выбралась любовь И растворилась в воздухе до срока, А срока было сорок сороков. И чудаки - еще такие есть - Вдыхают полной грудью эту смесь. И ни наград не ждут, ни наказанья, И, думая, что дышат просто так, Они внезапно попадают в такт Такого же неровного дыханья... Только чувству, словно кораблю, Долго оставаться на плаву, Прежде чем узнать, что ""я люблю"",- То же, что дышу, или живу! И вдоволь будет странствий и скитаний, Страна Любви - великая страна! И с рыцарей своих для испытаний Все строже станет спрашивать она. Потребует разлук и расстояний, Лишит покоя, отдыха и сна... Но вспять безумцев не поворотить, Они уже согласны заплатить. Любой ценой - и жизнью бы рискнули, Чтобы не дать порвать, чтоб сохранить Волшебную невидимую нить, Которую меж ними протянули... Свежий ветер избранных пьянил, С ног сбивал, из мертвых воскрешал, Потому что, если не любил, Значит, и не жил, и не дышал! Но многих захлебнувшихся любовью, Не докричишься, сколько не зови... Им счет ведут молва и пустословье, Но этот счет замешан на крови. А мы поставим свечи в изголовье Погибшим от невиданной любви... Их голосам дано сливаться в такт, И душам их дано бродить в цветах. И вечностью дышать в одно дыханье, И встретиться со вздохом на устах На хрупких переправах и мостах, На узких перекрестках мирозданья... Я поля влюбленным постелю, Пусть поют во сне и наяву! Я дышу - и значит, я люблю! Я люблю - и, значит, я живу!",баллада
332,"Погода славная, А это главное. И мне на ум пришла мыслишка презабавная,- Но не о господе И не о космосе - Все эти новости уже обрыдли до смерти. Сказку, миф, фантасмагорию Пропою вам с хором ли, один ли,- Слушайте забавную историю Некоего мистера Мак-Кинли - Не супермена, не ковбоя, не хавбека, А просто маленького, просто человека. Кто он такой - герой ли, сукин сын ли - Наш симпатичный господин Мак-Кинли,- Валяйте выводы, составьте мнение В конце рассказа в меру разумения. Ну что, договорились? Если так - Привет! Буэнос диас! Гутен таг! Ночуешь в спаленках В обоях аленьких И телевиденье глядишь для самых маленьких. С утра полчасика Займет гимнастика - Прыжки, гримасы, отжимание от пластика. И трясешься ты в автобусе, На педали жмешь, гремя костями,- Сколько вас на нашем тесном глобусе Весело работает локтями! Как наркоманы - кокаин, и как больные, В заторах нюхаешь ты газы выхлопные. Но строен ты - от суеты худеют, Бодреют духом, телом здоровеют. Через собратьев ты переступаешь, Но успеваешь, все же успеваешь Знакомым огрызнуться на ходу: ""Салют! День добрый! Хау ду ю ду!"" Для созидания В коробки-здания Ты заползаешь, как в загоны на заклание. В поту и рвении, В самозабвении Ты создаешь - творишь и рушишь в озарении. Люди, власти не имущие! Кто-то вас со злого перепою, Маленькие, но и всемогущие,- Окрестил безликою толпою. Будь вы на поле, у станка, в конторе, в классе,- Но вы причислены к какой-то серой массе. И в перерыв - в час подлинной свободы - Вы наскоро жуете бутерброды. Что ж, эти сэндвичи - предметы сбыта. Итак, приятного вам аппетита! Нелегкий век стоит перед тобой, И все же - гутен морген, дорогой! Дела семейные, Платки нашейные, И пояса, и чудеса галантерейные,- Цена кусается, Жена ласкается,- Махнуть рукою - да рука не подымается. Цену вежливо и тоненько Пропищит волшебник-трикотажник,- Ты с невозмутимостью покойника Наизнанку вывернешь бумажник. Все ваши будни, да и праздники - морозны, И вы с женою, как на кладбище, серьезны. С холодных стен - с огромного плаката На вас глядят веселые ребята, И улыбаются во всех витринах Отцы семейств в штанах и лимузинах. Откормленные люди на щитах Приветствуют по-братски: ""Гутен таг!"" Откуда денежка? Куда ты денешься? Тебе полвека, друг, а ты еще надеешься? Не жди от ближнего - Моли всевышнего,- Уж он тебе всегда пошлет ребенка лишнего! Трое, четверо и шестеро... Вы, конечно, любите сыночков! Мировое детское нашествие Бестий, сорванцов и ангелочков! Ты улыбаешься обложкам и нарядам, Но твердо веришь: удивительное рядом. Не верь, старик, что мы за все в ответе, Что дети где-то гибнут - те, не эти: Чуть-чуть задуматься - хоть вниз с обрыва,- А жить-то надо, надо жить красиво! Передохни, расслабься - перекур! Гуд дэй, дружище! Пламенный бонжур! Ах, люди странные, Пустокарманные, Вы, постоянные клиенты ресторанные,- Мошны бездонные, Стомиллионные - Вы наполняете, вы, толпы стадионные! И ничто без вас не крутится - Армии, правительства и судьи, Но у сильных в горле, словно устрицы, Вы скользите, маленькие люди! И так о маленьком пекутся человеке, Что забывают лишний ноль вписать на чеке. Ваш кандидат - а в прошлом он лабазник - Вам иногда устраивает праздник. И не безлики вы, и вы - не тени, Коль надо бросить в урны бюллетени! А ""маленький"" - хорошее словцо,- Кто скажет так - ты плюнь ему в лицо,- Пусть это слово будет не в ходу! Привет, Мак-Кинли! Хау ду ю ду!",баллада
333,"Семь дней усталый старый Бог В запале, в зашоре, в запаре Творил убогий наш лубок И каждой твари - по паре. Ему творить - потеха, И вот, себе взамен Бог создал человека, Как пробный манекен. Идея эта не нова, Но не обхаяна никем - Я докажу как дважды два - Адам был первый манекен. А мы! Ошметки хромосом, Огрызки божественных генов - Идем проторенным путем И создаем манекенов. Лишенные надежды Без мук творить - живых, Рядим в свои одежды Мы кукол восковых. Ругать меня повремени, А оглянись по сторонам - Хоть нам подобные они, Но не живут подобно нам. Твой нос расплюснут на стекле, Глазеешь - и ломит в затылке, А там сидят они в тепле И скалят зубы в ухмылке. Вон тот кретин в халате Смеется над тобой: Мол, жив еще, приятель? Доволен ли судьбой? Гляди - красотка! Чем плоха? Загар и патлы до колен. Ее, закутанный в меха, Ласкает томный манекен. Их жизнь и вправду хороша, Их холят, лелеют и греют. Они не тратят ни гроша И плюс к тому - не стареют. Пусть лупят по башке нам, Толкают нас и бьют, Но куклам-манекенам Мы создали уют. Они так вежливы - взгляни! Их не волнует ни черта, И жизнерадостны они, И нам, безумным, не чета. Он никогда не одинок - В салоне, в постели, в бильярдной,- Невозмутимый, словно йог, Галантный и элегантный. Хочу такого плена, Свобода мне не впрок. Я вместо манекена Хочу пожить денек. На манекенские паи Согласен, черт меня дери! В приятный круг его семьи Смогу - хотите на пари! Я предлагаю смелый план Возможных сезонных обменов: Мы, люди,- в их бездушный клан, А вместо нас - манекенов. Но я готов поклясться, Что где-нибудь заест - Они не согласятся На перемену мест. Из них, конечно, ни один Нам не уступит свой уют: Из этих солнечных витрин Они без боя не уйдут. Сдается мне - они хитрят, И, тайно расправивши члены, Когда живые люди спят, Выходят в ночь манекены. Машины выгоняют И мчат так, что держись! Бузят и прожигают Свою ночную жизнь. Такие подвиги творят, Что мы за год не натворим, Но возвращаются назад... Ах, как завидую я им! Мы скачем, скачем вверх и вниз, Кропаем и клеим на стенах Наш главный лозунг и девиз: ""Забота о манекенах!"" Недавно был - читали? - Налет на магазин, В них сколько не стреляли - Не умер ни один. Его налогом не согнуть, Не сдвинуть повышеньем цен. Счастливый путь, счастливый путь,- Будь счастлив, мистер Манекен! Но, как индусы мы живем Надеждою смертных и тленных, Что если завтра мы умрем - Воскреснем вновь в манекенах! Так что не хнычь, ребята,- Наш день еще придет! Храните, люди, свято Весь манекенский род! Болезни в нас обострены, Уже не станем мы никем... Грядет надежда всей страны - Здоровый, крепкий манекен.",баллада
334,"Торопись - тощий гриф над страною кружит! Лес - обитель твою - по весне навести! Слышишь - гулко земля под ногами дрожит? Видишь - плотный туман над полями лежит? - Это росы вскипают от ненависти! Ненависть - в почках набухших томится, Ненависть - в нас затаенно бурлит, Ненависть - потом сквозь кожу сочится, Головы наши палит! Погляди - что за рыжие пятна в реке,- Зло решило порядок в стране навести. Рукоятки мечей холодеют в руке, И отчаянье бьется, как птица, в виске, И заходится сердце от ненависти! Ненависть - юным уродует лица, Ненависть - просится из берегов, Ненависть - жаждет и хочет напиться Черною кровью врагов! Да, нас ненависть в плен захватила сейчас, Но не злоба нас будет из плена вести. Не слепая, не черная ненависть в нас,- Свежий ветер нам высушит слезы у глаз Справедливой и подлинной ненависти! Ненависть - пей, переполнена чаша! Ненависть - требует выхода, ждет. Но благородная ненависть наша Рядом с любовью живет!",баллада
335,"Кто верит в Магомета, кто - в Аллаха, кто - в Иисуса, Кто ни во что не верит - даже в черта, назло всем,- Хорошую религию придумали индусы: Что мы, отдав концы, не умираем насовсем. Стремилась ввысь душа твоя - Родишься вновь с мечтою, Но если жил ты как свинья - Останешься свиньею. Пусть косо смотрят на тебя - привыкни к укоризне,- Досадно - что ж, родишься вновь на колкости горазд. И если видел смерть врага еще при этой жизни, В другой тебе дарован будет верный зоркий глаз. Живи себе нормальненько - Есть повод веселиться: Ведь, может быть, в начальника Душа твоя вселится. Пускай живешь ты дворником - родишься вновь прорабом, А после из прораба до министра дорастешь,- Но, если туп, как дерево - родишься баобабом И будешь баобабом тыщу лет, пока помрешь. Досадно попугаем жить, Гадюкой с длинным веком,- Не лучше ли при жизни быть Приличным человеком? Так кто есть кто, так кто был кем?- мы никогда не знаем. С ума сошли генетики от ген и хромосом. Быть может, тот облезлый кот - был раньше негодяем, А этот милый человек - был раньше добрым псом. Я от восторга прыгаю, Я обхожу искусы,- Удобную религию Придумали индусы!",баллада
336,"В томленье одиноком В тени - не на виду - Под неусыпным оком Цвела она в саду. Маман - всегда с друзьями, Папа от них сбежал, Зато Каштан ветвями От взглядов укрывал. Высоко ль или низко Каштан над головой,- Но Роза-гимназистка Увидела - его. Нарцисс - цветок воспетый, Отец его - магнат, И многих Роз до этой Вдыхал он аромат. Он вовсе был не хамом - Изысканных манер. Мама его - гран-дама, Папа - миллионер. Он в детстве был опрыскан - Не запах, а дурман,- И Роза-гимназистка Вступила с ним в роман. И вот, исчадье ада, Нарцисс тот, ловелас, ""Иди ко мне из сада!""- Сказал ей как-то раз. Когда еще так пелось?! И Роза, в чем была, Сказала: ""Ах!"" - зарделась - И вещи собрала. И всеми лепестками Вмиг завладел нахал. Маман была с друзьями, Каштан уже опал. Искала Роза счастья И не видала, как Сох от любви и страсти Почти что зрелый Мак. Но думала едва ли, Как душен пошлый цвет,- Все лепестки опали - И Розы больше нет. И в черном цвете Мака Был траурный покой. Каштан ужасно плакал, Когда расцвел весной.",баллада
337,"По миру люди маленькие носятся, живут себе в рассрочку,- Плохие и хорошие, гуртом и в одиночку. Хороших знаю хуже я - У них, должно быть, крылья! С плохими - даже дружен я,- Они хотят оружия, Оружия, оружия Насилья! Большие люди - туз и крез - Имеют страсть к ракетам, А маленьким - что делать без Оружья в мире этом? Гляди, вон тот ханыга - В кармане денег нет, Но есть в кармане фига - Взведенный пистолет. Мечтает он об ужине Уже с утра и днем, А пиджачок обуженный - Топорщится на нем. И с ним пройдусь охотно я Под вечер налегке, Смыкая пальцы потные На спусковом крючке. Я целеустремленный, деловитый, Подкуренный, подколотый, подпитый! Эй, что вы на меня уставились - я вроде не калека! Мне горло промочить - и я сойду за человека. Сходитесь, неуклюжие, Со мной травить баланду,- И сразу после ужина Спою вам про оружие, Оружие, оружие балладу! Большой игрок, хоть ростом гном,- Сражается в картишки, Блефуют крупно в основном Ва-банк большие шишки. И балуются бомбою,- У нас такого нет, К тому ж мы - люди скромные: Нам нужен пистолет. И вот в кармане - купленный Обычный пистолет И острый, как облупленный Знакомый всем стилет. Снуют людишки в ужасе По правой стороне, А мы во всеоружасе Шагаем по стране. Под дуло попадающие лица, Лицом к стен! Стоять! Не шевелиться! Напрасно, парень, за забвеньем ты шаришь по аптекам,- Купи себе хотя б топор - и станешь человеком! Весь вывернусь наружу я - И голенькую правду Спою других не хуже я Про милое оружие, Оружие, оружие балладу! Купить белье нательное? Да черта ли нам в нем! Купите огнестрельное - Направо, за углом. Ну, начинайте! Ну же! Стрелять учитесь все! В газетах про оружие - На каждой полосе. Вот сладенько под ложечкой, Вот горько на душе: Ухлопали художничка За фунт папье-маше. Ату! Стреляйте досыту - В людей, щенков, котят,- Продажу, слава господу, Не скоро запретят! Пока оружие здесь не под запретом, Не бойтесь - всё в порядке в мире этом! Не страшно без оружия - зубастой барракуде, Большой и без оружия - большой, нам в утешенье,- А маленькие люди - без оружия не люди: Все маленькие люди без оружия - мишени. Большие - лупят по слонам, Гоняются за тиграми, А мне, а вам - куда уж нам Шутить такими играми! Пускай большими сферами - Большие люди занимаются,- Один уже играл с ""пантерами"", Другие - доиграются... У нас в кармане ""пушечка"" - Малюсенькая, новая,- И нам земля - подушечка, Подстилочка пуховая. Кровь жидкая, болотная Пульсирует в виске, Синеют пальцы потные На спусковом крючке. Мы, маленькие люди,- на обществе прореха, Но если вы посмотрите на нас со стороны - За узкими плечами небольшого человека Стоят понуро, хмуро дуры - две больших войны. ""Коль тих и скромен - не убьют""- Всё домыслы досужие,- У нас недаром продают Любезное оружие! А тут еще норд-ост подул - Цена установилась сходная,- У нас, благодаренье господу, Страна пока свободная! Ах, эта жизнь грошовая, Как пыль,- подуй и нет!- Поштучная, дешевая - Дешевле сигарет. И рвется жизнь-чудачка, Как тонкий волосок,- Одно нажатье пальчика На спусковой крючок! Пока легка покупка, мы все в порядке с вами, Нам жизнь отнять - как плюнуть,- нас учили воевать! Кругом и без войны - война, а с голыми руками - Ни пригрозить, ни пригвоздить, ни самолет угнать! Для пуль все досягаемы,- Ни черта нет, ни бога им, И мы себе стреляем и Мы никого не трогаем. Стрельбе, азарту все цвета, Все возрасты покорны: И стар и млад, и тот, и та, И - желтый, белый, черный. Опять сосет под ложечкой. Привычнее уже Убийца на обложечке, Девулька в неглиже. Мир полон неудачниками С топориками в руке И мальчиками с пальчиками На спусковом крючке!",баллада
338,"Вот твой билет, вот твой вагон. Все в лучшем виде одному тебе дано: В цветном раю увидеть сон - Трехвековое непрерывное кино. Все позади, уже сняты Все отпечатки, контрабанды не берем. Как херувим стерилен ты, А класс второй - не высший класс, зато с бельем. Вот и сбывается все, что пророчится. Уходит поезд в небеса - счастливый путь! Ах, как нам хочется, как всем нам хочется Не умереть, а именно уснуть. Земной перрон. Не унывай И не кричи. Для наших воплей он оглох. Один из нас уехал в рай, Он встретит бога - ведь есть, наверно, бог. Ты передай ему привет, А позабудешь - ничего, переживем. Осталось нам немного лет, Мы пошустрим и, как положено, умрем. Вот и сбывается все, что пророчится. Уходит поезд в небеса - счастливый путь! Ах, как нам хочется, как всем нам хочется Не умереть, а именно уснуть. Уйдут, как мы - в ничто без сна - И сыновья, и внуки внуков в трех веках. Не дай господь, чтобы война, А то мы правнуков оставим в дураках. Разбудит нас какой-то тип И пустит в мир, где в прошлом войны, боль и рак. Где побежден гонконгский грипп. На всем готовеньком ты счастлив ли? Дурак... Вот и сбывается все, что пророчится. Уходит поезд в небеса - счастливый путь! Ах, как нам хочется, как всем нам хочется Не умереть, а именно уснуть. Итак, прощай. Звенит звонок. Счастливый путь! Храни тебя от всяких бед! А если там и вправду бог - Ты все же вспомни, передай ему привет.",баллада
339,"Был развеселый розовый восход, И плыл корабль навстречу передрягам, И юнга вышел в первый свой поход Под флибустьерским черепастым флагом. Накренившись к воде, парусами шурша, Бриг двухмачтовый лег в развороте. А у юнги от счастья качалась душа, Как пеньковые ванты на гроте. И душу нежную под грубой робой пряча, Суровый шкипер дал ему совет: ""Будь джентльменом, если есть удача, А без удачи - джентльменов нет!"" И плавал бриг туда, куда хотел, Встречался - с кем судьба его сводила, Ломая кости веслам каравелл, Когда до абордажа доходило. Был однажды богатой добычи дележ - И пираты бесились и выли... Юнга вдруг побледнел и схватился за нож,- Потому что его обделили. Стояла девушка, не прячась и не плача, И юнга вспомнил шкиперский завет: Мы - джентльмены, если есть удача, А нет удачи - джентльменов нет! И видел он, что капитан молчал, Не пробуя сдержать кровавой свары. И ран глубоких он не замечал - И наносил ответные удары. Только ей показалось, что с юнгой - беда, А другого она не хотела, - Перекинулась за борт - и скрыла вода Золотистое смуглое тело. И прямо в грудь себе, пиратов озадачив, Он разрядил горячий пистолет... Он был последний джентльмен удачи,- Конец удачи - джентльменов нет!",баллада
340,"В дорогу - живо! Или - в гроб ложись. Да! Выбор небогатый перед нами. Нас обрекли на медленную жизнь - Мы к ней для верности прикованы цепями. А кое-кто поверил второпях - Поверил без оглядки, бестолково. Но разве это жизнь - когда в цепях? Но разве это выбор - если скован? Коварна нам оказанная милость - Как зелье полоумных ворожих: Смерть от своих - за камнем притаилась, И сзади - тоже смерть, но от чужих. Душа застыла, тело затекло, И мы молчим, как подставные пешки, А в лобовое грязное стекло Глядит и скалится позор кривой усмешке. И если бы оковы разломать - Тогда бы мы и горло перегрызли Тому, кто догадался приковать Нас узами цепей к хваленой жизни. Неужто мы надеемся на что-то? А может быть, нам цель не по зубам? Зачем стучимся в райские ворота Костяшками по кованным скобам? Нам предложили выход из войны, Но вот какую заложили цену: Мы к долгой жизни приговорены Через вину, через позор, через измену! Но стоит ли и жизнь такой цены?! Дорога не окончена! Спокойно! - И в стороне от той, большой, войны Еще возможно умереть достойно. И рано нас равнять с болотной слизью - Мы гнезд себе на гнили не совьем! Мы не умрем мучительною жизнью - Мы лучше верной смертью оживем!",баллада
341,"…»Неизвестный», увенчанный славою бранной! Удалец-молодец или горе-провидец?! И склоняют колени под гром барабанный Перед этой загадкой главы правительств! Над немыми могилами — воплем! — надгробья… Но порою надгробья — не суть, а подобья, Но порой вы не боль, а тщеславье храните — Золоченые буквы на черном граните!.. Все ли про то спето? Все ли навек — с болью? Слышишь, труба в гетто Мертвых зовет к бою! Пой же, труба, пой же, Пой о моей Польше, Пой о моей маме — Там, в выгребной яме!.. Тум-бала, тум-бала, тум-балалайка, Тум-бала, тум-бала, тум-балалайка, Тум-балалайка, шпил балалайка, Рвется и плачет сердце мое! А купцы приезжают в Познань, Покупают меха и мыло… Подождите, пока не поздно, Не забудьте, как это было! Как нас черным огнем косило В той последней слепой атаке… «Маки, маки на Монте-Кассино», Как мы падали в эти маки!.. А на ярмарке — все красиво, И шуршат то рубли, то марки… «Маки, маки на Монте-Кассино», Ах, как вы почернели, маки! Но зовет труба в рукопашный, И приказывает — воюйте! Пой же, пой нам о самой страшной, Самой твердой в мире валюте!.. Тум-бала, тум-бала, тум-балалайка, Тум-бала, тум-бала, тум-балалайка, Тум-балалайка, шпил балалайка, Рвется и плачет сердце мое! Помнишь, как шел ошалелый паяц Перед шеренгой на аппельплац, Тум-балалайка, шпил балалайка, В газовой камере — мертвые в пляс… А вот еще: В мазурочке То шагом, то ползком Отправились два урочки В поход за «языком»! В мазурочке, в мазурочке Нафабрены усы, Затикали в подсумочке Трофейные часы! Мы пьем, гуляем в Познани Три ночи и три дня… Ушел он неопознанный, Засек патруль меня! Ой, зори бирюзовые, Закаты — анилин! Пошли мои кирзовые На город на Берлин! Грома гремят басовые На линии огня, Идут мои кирзовые, Да только без меня!.. Там у речной излучины Зеленая кровать, Где спит солдат обученный, Обстрелянный, обученный Стрелять и убивать! Среди пути прохожего — Последний мой постой, Лишь нету, как положено, Дощечки со звездой. Ты не печалься, мама родная, Ты спи спокойно, почивай! Прости-прощай разведка ротная, Товарищ Сталин, прощевай! Ты не кручинься, мама родная, Как говорят, судьба слепа, И может статься, что народная Не зарастет ко мне тропа… А еще: Где бродили по зоне КаЭры*, Где под снегом искали гнилые коренья, Перед этой землей — никакие премьеры, Подтянувши штаны, не преклонят колени! Над сибирской Окою, над Камой, над Обью, Ни венков, ни знамен не положат к надгробью! Лишь, как Вечный огонь, как нетленная слава — Штабеля! Штабеля! Штабеля лесосплава! Позже, друзья, позже, Кончим навек с болью, Пой же, труба, пой же! Пой, и зови к бою! Медною всей плотью Пой про мою Потьму! Пой о моем брате — Там, в ледяной пади!.. Ах, как зовет эта горькая медь Встать, чтобы драться, встать, чтобы сметь! Тум-балалайка, шпил балалайка, Песня, с которой шли вы на смерть! Тум-бала, тум-бала, тум-балалайка, Тум-бала, тум-бала, тум-балалайка, Тум-балалайка, шпил балалайка, Рвется и плачет сердце мое!",баллада
342,"Егор Петрович Мальцев Хворает, и всерьез: Уходит жизнь из пальцев, Уходит из желез. Из прочих членов тоже Уходит жизнь его, И вскорости, похоже, Не будет ничего. Когда нагрянет свора Савеловских родных, То что же от Егора Останется для них? Останется пальтишко, Подушка, чтобы спать, И книжка, и сберкнижка На девять двадцать пять. И таз, и две кастрюли, И рваный подписной, Просроченный в июле Единый проездной. И все. И нет Егора! Был человек, и нет! И мы об этом скоро Узнаем из газет. Пьют газировку дети И пончики едят, Ему ж при диабете — Все это чистый яд! Вот спит Егор в постели, Почти что невесом, И дышит еле-еле, И смотрит дивный сон: В большом красивом зале, Резону вопреки, Лежит Егор, а сзади Знамена и венки. И алым светом залит Большой его портрет, Но сам Егор не знает, Живой он или нет. Он смаргивает мошек, Как смаргивал живой, Но он вращать не может При этом головой. И дух по залу спертый, Как в общей душевой, И он скорее мертвый, Чем все-таки живой. Но хором над Егором — Краснознаменный хор Краснознаменным хором Поет — вставай, Егор! Вставай, Егор Петрович, Во всю свою длину, Давай, Егор Петрович, Не подводи страну! Центральная газета Оповестила свет, Что больше диабета В стране Советской нет! Пойми, что с этим, кореш, Нельзя озорничать, Пойми, что ты позоришь Родимую печать! Вставай, Егор Петрович, Во всю свою длину, Давай, вставай, Петрович, Загладь свою вину!» И сел товарищ Мальцев, Услышав эту речь, И жизнь его из пальцев Не стала больше течь. Егор трусы стирает, Он койку застелил, И тает, тает, тает В крови холестерин… По площади по Трубной Идет он, милый друг, И все ему доступно, Что видит он вокруг! Доступно кушать сласти И газировку пить… Лишь при Советской власти Такое может быть!",баллада
343,"Баллада о стариках и старухах, с которыми я вместе жил и лечился в санатории областного совета профсоюза в 110 км от Москвы Все завидовали мне: «Эко денег!» Был загадкой я для старцев и стариц. Говорили про меня: «Академик!» Говорили: «Генерал! Иностранец!» О, бессонниц и снотворных отрава! Может статься, это вы виноваты, Что привиделась мне вздорная слава В полумраке санаторной палаты? А недуг со мной хитрил поминутно: То терзал, то отпускал на поруки. И всё было мне так страшно и трудно, А труднее всего — были звуки. Доминошники стучали в запале, Привалившись к покорябанной пальме. Старцы в чёсанках с галошами спали Прямо в холле, как в общественной спальне. Я неслышно проходил: «Англичанин!» Я «козла» не забивал: «Академик!» И звонки мои в Москву обличали: «Эко денег у него, эко денег!» И казалось мне, что вздор этот вечен, Неподвижен, точно солнце в зените… И когда я говорил: «Добрый вечер!», Отвечали старики: «Извините». И кивали, как глухие глухому, Улыбались не губами, а краем: «Мы, мол, вовсе не хотим по-плохому, Но как надо, извините, не знаем…» Я твердил им в их мохнатые уши, В перекурах за сортирною дверью: «Я такой же, как и вы, только хуже'» И поддакивали старцы, не веря. И в кино я не ходил: «Ясно, немец!» И на танцах не бывал: «Академик!» И в палатке я купил чай и перец: «Эко денег у него, эко денег!» Ну и ладно, и не надо о славе… Смерть подарит нам бубенчики славы! А живём мы в этом мире послами Не имеющей названья державы…",баллада
344,"…Допекла меня все же Тонечка, Гарнитур купил ей ореховый! Я ж не брал сперва — вот ни столечко! А уж как начал, так поехало! Как пошла молоть прорва адова — Где по сотенке, где по камушку, Намолола мне дачку в Кратове, Намолола мне «Волгу»-матушку! Деньги-денежки, деньги-катыши, Вы и слуги нам, и начальники… А у нас товар деликатнейший — Не стандарт какой — чашки-чайнички! Чашки-чайнички, фрукты-овощи! Там кто хошь возьмет, хоть беспомощный! Хоть беспомощный! А у нас товар — на любителя: Павлы разные, да Людовики, А любителю — чем побитее, Самый смак ему, что не новенький! И ни-ни, чтоб по недомыслию Спутать Францию или Швецию… А недавно к нам на комиссию Принесло одну старушенцию. И в руках у ней — не хрусталина, Не фарфоровые бомбончики, А пластиночки с речью Сталина, Ровно десять штук — и все в альбомчике. А я стреляный, а я с опытом! А я враз понял — пропал пропадом! Пропал пропадом! Тем речам цена — ровно тридцать «рэ»! (И принес же черт сучку-пташечку!) Ну, какой мне смысл на такой муре Наблюдать посля небо в шашечку?! Вот и вникните в данный факт, друзья, (На добре ж сижу, не на ветоши!) Мне и взять нельзя, и не взять нельзя — То ли гений он, а то ли нет еще?! Тут и в прессе есть расхождения, И, вообще, идут толки разные… Вот и вникните в положение Исключительно безобразное! Они спорят там, они ссорятся! Ну, а я решай, мне — бессоница! Мне бессонница! Я матком в душе, а сам с улыбочкой, Выбираю слова приличные, За альбомчик, мол, вам — спасибочко! Мол, беру его — за наличные! И даю я ей свои кровные, Продавцы вокруг удивляются. Они, может быть, деньги скромные, Но ведь тоже зря не валяются! И верчусь весь день, как на вертеле, Ой, туманится небо светлое, И хоть верьте мне, хоть не верьте мне, А началось тут несусветное. А я стреляный! А я с опытом! А я враз понял — пропал пропадом! Пропал пропадом! Или бабку ту сам засек народ, Или стукнулась со знакомыми, — Но с утра ко мне в три хвоста черед — Все с пластинками, все с альбомами! И растет, растет гора целая, И наличность вся в угасании! Указание б чье-то ценное! Так ведь нет его, указания! В пух и прах пошла дачка в Кратове, «Волга»-матушка — мое детище! И гвоздит мне мозг многократное — То ли гений он, а то ли нет еще?! «Я маленькая девочка — танцую и пою, Я Сталина не видела, но я его люблю!» А я стреляный, а я с опытом! А я враз понял — пропал пропадом! Пропал пропадом! …но доктор Беленький Я.И. не признал Копылова Н.А. душевнобольным и не дал ему направления в психиатрическую клинику…",баллада
